sim,front,mid,back,lat_left,lat_right,coronal,condition,GGP,GGM,GGA,STY,MH,HG,TRANS,VERT,SL,IL,JAW.OPEN,JAW.CLOSE
48373,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
48381,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.25,0.25,0,0,0.0015
49103,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0.1,0.25,0.25,0,0.0015
49329,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0,0,0,0.0015
49337,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0.25,0.25,0,0.0015
49345,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.1,0.25,0.1,0,0.0015
49353,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
49382,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0.1,0.25,0.25,0.25,0,0.0015
50557,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
50565,0,0,0,1,2,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.25,0.1,0,0,0.0015
50813,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
51517,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0.1,0.25,0,0,0,0,0.1,0,0.0015
52491,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0,0,0,0,0.1,0,0,0.0015
52739,0,0,0,4,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0,0.25,0.25,0,0.0015
52747,0,0,0,4,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
52755,0,0,0,3,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0.25,0.25,0,0,0.0015
53012,0,0,0,2,1,0,5mm,0.25,0.25,0,0,0.25,0,0.1,0.1,0,0.25,0,0.0015
53243,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0,0,0,0.25,0.25,0.25,0,0.0015
53465,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0.1,0.25,0,0.0015
53473,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0.0015
53486,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.25,0.25,0.25,0,0.0015
53502,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0.1,0.1,0.25,0,0,0.0015
53705,0,0,0,1,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0,0,0.25,0,0.0015
53713,0,0,0,2,4,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.1,0,0.1,0,0.0015
53723,0,0,0,1,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0,0.25,0,0.0015
54700,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0,0,0,0,0.25,0.25,0.1,0,0.0015
54931,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
54940,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.25,0.1,0.1,0,0.0015
55187,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
55203,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0,0.25,0,0.1,0.1,0.25,0,0,0.0015
55212,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0,0.25,0,0.1,0.25,0.25,0,0,0.0015
55908,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.25,0,0,0,0.0015
56885,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0,0,0,0.25,0.1,0.25,0,0.0015
57126,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.25,0.1,0,0,0.0015
58814,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0,0.0015
13390,0,0,0,1,1,0,5mm,0,0.25,0,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
19951,0,0,0,1,1,0,5mm,0.1,0,0,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
26756,0,0,0,2,2,0,5mm,0.1,0.1,0,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
32811,0,0,0,1,1,0,5mm,0.1,0.25,0,0,0,0,0,0,0.25,0,0,0.0015
34032,0,0,0,2,2,0,5mm,0.1,0.25,0,0.1,0.25,0,0,0.1,0.1,0,0,0.0015
36214,0,0,0,1,1,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0,0.25,0.1,0,0.0015
36222,0,0,0,2,2,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0.1,0.25,0,0,0.0015
39617,0,0,0,1,1,0,5mm,0.25,0,0,0,0.1,0,0,0,0.25,0.25,0,0.0015
39625,0,0,0,2,2,0,5mm,0.25,0,0,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
39633,0,1,0,3,3,0,5mm,0.25,0,0,0,0.1,0,0,0.25,0.25,0,0,0.0015
39856,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0,0,0.1,0.1,0,0.0015
39871,0,0,0,1,1,0,5mm,0.25,0,0,0,0.25,0,0,0.25,0,0.1,0,0.0015
39878,0,0,0,3,3,0,5mm,0.25,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
39886,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0.1,0,0.25,0.1,0,0.0015
39895,0,0,0,2,1,0,5mm,0.25,0,0,0,0.25,0,0.1,0.1,0.25,0.1,0,0.0015
39903,4,4,0,1,1,5,5mm,0.25,0,0,0,0.25,0,0.1,0.25,0.25,0,0,0.0015
41803,0,0,0,2,2,0,5mm,0.25,0,0.1,0,0.1,0,0,0,0.25,0.1,0,0.0015
41811,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.1,0.25,0,0,0.0015
42056,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
42064,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
42532,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.1,0,0,0,0.25,0.1,0,0.0015
42540,0,0,0,2,2,0,5mm,0.25,0,0.1,0.1,0.1,0,0,0.1,0.25,0,0,0.0015
42784,0,0,0,2,2,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.1,0.25,0.1,0,0.0015
42792,0,0,0,2,3,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
43995,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.1,0.1,0,0,0.0015
44009,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
44234,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0,0.25,0.25,0,0.0015
44242,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
44250,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0.0015
45944,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0,0,0,0.1,0.25,0.25,0,0.0015
46176,0,0,0,2,2,0,5mm,0.25,0.1,0,0,0.1,0,0,0,0.25,0,0,0.0015
46415,0,0,0,3,3,0,5mm,0.25,0.1,0,0,0.25,0,0,0,0,0.25,0,0.0015
46439,0,0,0,4,4,0,5mm,0.25,0.1,0,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
46447,0,0,0,2,1,0,5mm,0.25,0.1,0,0,0.25,0,0.1,0,0.25,0.1,0,0.0015
46455,4,4,0,2,2,5,5mm,0.25,0.1,0,0,0.25,0,0.1,0.1,0.25,0,0,0.0015
46912,0,0,0,2,2,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0.0015
46920,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.25,0.1,0,0,0.0015
47145,0,0,0,2,2,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0,0.1,0,0,0.0015
47152,0,0,0,1,2,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.1,0,0.1,0,0.0015
47164,0,0,0,2,3,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.25,0.1,0.1,0,0.0015
48136,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0,0,0,0.25,0.1,0.1,0,0.0015
48607,0,0,0,3,2,0,5mm,0.25,0.1,0.1,0,0.25,0,0,0,0.25,0.1,0,0.0015
48615,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.25,0,0,0.1,0.25,0,0,0.0015
49094,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0,0.25,0.25,0,0.0015
49102,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0.1,0.25,0.1,0,0.0015
49330,0,0,0,1,2,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0,0.1,0,0.0015
49338,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.1,0,0,0,0.0015
49355,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.25,0.25,0.25,0,0.0015
49371,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0.1,0.1,0.25,0,0,0.0015
50313,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0,0,0,0.1,0.1,0,0,0.0015
50323,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0,0,0,0.25,0.1,0.1,0,0.0015
50795,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0,0.25,0.25,0,0.0015
50803,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
50811,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.25,0.25,0,0,0.0015
52495,0,0,0,2,2,0,5mm,0.25,0.25,0,0,0,0,0,0,0.25,0.1,0,0.0015
52502,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0,0,0,0.1,0.1,0.25,0,0.0015
52738,0,0,0,4,4,0,5mm,0.25,0.25,0,0,0.1,0,0,0,0.25,0.1,0,0.0015
52746,0,0,0,4,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0.1,0.25,0,0,0.0015
52754,0,0,0,1,2,0,5mm,0.25,0.25,0,0,0.1,0,0,0.25,0.1,0.25,0,0.0015
52991,0,0,0,5,5,0,5mm,0.25,0.25,0,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
52999,0,0,0,5,5,0,5mm,0.25,0.25,0,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
53007,4,3,0,2,2,5,5mm,0.25,0.25,0,0,0.25,0,0.1,0,0.25,0,0,0.0015
53060,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0.25,0.1,0,0,0.1,0.25,0,0.0015
53460,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0,0,0,0.0015
53468,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0.25,0.25,0,0.0015
53475,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.1,0.25,0,0,0.0015
53513,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0.1,0.25,0.25,0.25,0,0.0015
53703,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0,0,0,0,0.0015
53719,0,0,0,2,1,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.1,0.25,0.1,0,0.0015
53727,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
53751,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.25,0,0.1,0.25,0.1,0,0,0.0015
54688,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0,0,0,0.1,0.1,0.1,0,0.0015
54696,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0,0,0,0.25,0.1,0,0,0.0015
54924,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0,0.25,0,0,0.0015
54932,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.1,0.1,0.25,0,0.0015
54939,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.25,0.1,0,0,0.0015
55172,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0.1,0,0.25,0,0.0015
55653,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0.1,0.1,0,0,0,0.25,0,0,0.0015
55896,0,0,0,3,3,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0,0.25,0,0,0.0015
55901,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.1,0,0.25,0,0.0015
55925,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0.1,0,0.25,0.25,0,0.0015
55933,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0.1,0.1,0.25,0.1,0,0.0015
55995,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.1,0.25,0.1,0,0.25,0.25,0,0,0.0015
56886,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0.0015
57115,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.1,0,0.1,0,0.0015
57130,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
57361,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.1,0.1,0.1,0,0.0015
57370,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.25,0.1,0.1,0,0.0015
58812,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0,0,0.0015
13633,0,0,0,1,1,0,5mm,0,0.25,0,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
20194,0,0,0,2,2,0,5mm,0.1,0,0,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
26503,0,0,0,1,1,0,5mm,0.1,0.1,0,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
26511,0,0,0,1,1,0,5mm,0.1,0.1,0,0,0.1,0,0,0.25,0.25,0,0,0.0015
29671,0,0,0,1,1,0,5mm,0.1,0.1,0.1,0.1,0.25,0,0,0.25,0.25,0.1,0,0.0015
33063,0,0,0,2,1,0,5mm,0.1,0.25,0,0,0.1,0,0,0.1,0.25,0,0,0.0015
33304,0,0,0,1,1,0,5mm,0.1,0.25,0,0,0.25,0,0,0.1,0.1,0.1,0,0.0015
33558,0,0,0,2,2,0,5mm,0.1,0.25,0,0.1,0,0,0,0.25,0.25,0,0,0.0015
34053,0,0,0,1,1,0,5mm,0.1,0.25,0,0.1,0.25,0,0.1,0,0.25,0,0,0.0015
35500,0,0,0,1,1,0,5mm,0.1,0.25,0.1,0,0.25,0,0,0.25,0.1,0.1,0,0.0015
39615,0,0,0,2,2,0,5mm,0.25,0,0,0,0.1,0,0,0,0.25,0,0,0.0015
39854,0,0,0,3,4,0,5mm,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0.0015
39872,0,0,0,2,4,0,5mm,0.25,0,0,0,0.25,0,0,0.25,0,0.25,0,0.0015
40596,0,0,0,1,1,0,5mm,0.25,0,0,0.1,0.25,0,0,0.1,0.25,0,0,0.0015
40602,0,0,0,1,2,0,5mm,0.25,0,0,0.1,0.25,0,0,0.25,0.1,0,0,0.0015
41574,0,0,0,1,2,0,5mm,0.25,0,0.1,0,0,0,0,0.25,0.1,0,0,0.0015
41804,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0,0.25,0.25,0,0.0015
41812,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
41820,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.25,0.25,0,0,0.0015
42047,0,0,0,5,3,0,5mm,0.25,0,0.1,0,0.25,0,0,0,0.25,0.25,0,0.0015
42055,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
42063,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.25,0,0,0.25,0.25,0,0,0.0015
42773,0,0,0,2,2,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0,0.1,0.25,0,0.0015
42780,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.1,0.1,0,0,0.0015
42786,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.25,0,0,0,0.0015
42794,0,0,0,2,2,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.25,0.25,0.25,0,0.0015
42819,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0.1,0.25,0.25,0,0,0.0015
43997,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.1,0.1,0.25,0,0.0015
44005,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.25,0.1,0.1,0,0.0015
44243,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
44251,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
46177,0,0,0,2,2,0,5mm,0.25,0.1,0,0,0.1,0,0,0,0.25,0.1,0,0.0015
46185,0,0,0,3,3,0,5mm,0.25,0.1,0,0,0.1,0,0,0.1,0.25,0,0,0.0015
46214,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0.1,0,0.1,0.1,0.25,0.25,0,0.0015
46448,0,0,0,2,2,0,5mm,0.25,0.1,0,0,0.25,0,0.1,0,0.25,0.25,0,0.0015
46456,0,0,0,2,2,0,5mm,0.25,0.1,0,0,0.25,0,0.1,0.1,0.25,0.1,0,0.0015
46680,0,0,0,2,2,0,5mm,0.25,0.1,0,0.1,0,0,0,0.25,0.25,0,0,0.0015
46911,0,0,0,2,2,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0,0.0015
46917,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.25,0,0,0,0.0015
46925,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.25,0.25,0.25,0,0.0015
47167,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.25,0.25,0.1,0,0.0015
47175,0,0,0,1,2,0,5mm,0.25,0.1,0,0.1,0.25,0,0.1,0,0.25,0,0,0.0015
48363,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0,0.25,0,0,0.0015
48371,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.1,0.1,0.25,0,0.0015
48379,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.25,0.1,0.1,0,0.0015
48626,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
49093,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0,0.25,0.1,0,0.0015
49101,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0.1,0.25,0,0,0.0015
49335,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0.25,0,0,0.0015
49343,0,0,0,1,2,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.1,0.1,0.25,0,0.0015
49381,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0.1,0.25,0.25,0.1,0,0.0015
50319,0,0,0,1,2,0,5mm,0.25,0.1,0.25,0,0,0,0,0.25,0,0,0,0.0015
50551,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0,0.25,0.1,0,0.0015
50559,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.1,0.25,0,0,0.0015
50567,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.25,0.1,0.25,0,0.0015
50800,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.1,0.1,0.1,0,0.0015
50808,0,0,0,1,2,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.25,0.1,0,0,0.0015
52513,0,0,0,2,1,0,5mm,0.25,0.25,0,0,0,0,0,0.25,0.25,0.1,0,0.0015
52748,0,0,0,4,4,0,5mm,0.25,0.25,0,0,0.1,0,0,0.1,0.25,0.25,0,0.0015
52756,0,0,0,3,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
52764,3,5,0,1,2,7,5mm,0.25,0.25,0,0,0.1,0,0.1,0,0.25,0,0,0.0015
52980,0,0,0,4,3,0,5mm,0.25,0.25,0,0,0.25,0,0,0,0.25,0,0,0.0015
53463,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0.1,0,0,0.0015
53469,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.1,0,0,0,0.0015
53477,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.1,0.25,0.25,0,0.0015
53485,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.25,0.25,0.1,0,0.0015
53707,0,0,0,3,4,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0,0.1,0.1,0,0.0015
53714,0,0,0,2,4,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.1,0,0.25,0,0.0015
53724,0,0,0,1,2,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0.1,0,0,0.0015
53729,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0.25,0.25,0,0.0015
53755,0,0,0,1,2,0,5mm,0.25,0.25,0,0.1,0.25,0,0.1,0.25,0.25,0.1,0,0.0015
54694,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0,0,0,0.25,0,0.1,0,0.0015
54925,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0,0.25,0.1,0,0.0015
54933,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.1,0.25,0,0,0.0015
54941,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.25,0.1,0.25,0,0.0015
55167,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0,0.25,0,0,0.0015
55176,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0.1,0.25,0,0,0.0015
55214,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0,0.25,0,0.1,0.25,0.25,0.25,0,0.0015
55890,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0,0,0,0,0.0015
55898,0,0,0,2,3,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0,0.25,0.25,0,0.0015
55906,0,0,0,3,4,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.1,0.25,0.1,0,0.0015
55914,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
57122,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.1,0.25,0.25,0,0.0015
57131,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
57365,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
57373,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
58813,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.1,0,0.0015
